"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"Earl Watford","Arizona Cardinals","crd",2017,16,3,2,"ankle",14,16,0,0,0,0,0,0,0,1
"John Wetzel","Arizona Cardinals","crd",2017,16,1,0,"back",10,10,0,0,1,0,0,0,0,0
"Chad Williams","Arizona Cardinals","crd",2017,16,3,3,"back illness",8,15,0,0,1,0,0,0,0,0
"Kerwynn Williams","Arizona Cardinals","crd",2017,16,2,0,"quadricep",15,16,0,0,0,0,0,0,1,0
"Xavier Williams","Arizona Cardinals","crd",2017,16,1,0,"knee",7,7,0,0,0,0,0,0,1,0
"Ronald Zamort","Arizona Cardinals","crd",2017,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Ricardo Allen","Atlanta Falcons","atl",2017,16,1,1,"concussion",4,4,1,0,0,0,0,0,0,0
"Vic Beasley","Atlanta Falcons","atl",2017,16,2,2,"hamstring",3,4,0,0,0,0,0,0,1,0
"Matthew Bosher","Atlanta Falcons","atl",2017,16,1,0,"leftankle",10,10,0,0,0,0,0,0,0,1
"Matt Bryant","Atlanta Falcons","atl",2017,16,1,0,"back",5,5,0,0,1,0,0,0,0,0
"Tevin Coleman","Atlanta Falcons","atl",2017,16,1,1,"concussion",14,14,1,0,0,0,0,0,0,0
"Jack Crawford","Atlanta Falcons","atl",2017,16,12,12,"bicep",5,16,0,0,0,0,1,0,0,0
"Devonta Freeman","Atlanta Falcons","atl",2017,16,2,2,"concussion",10,11,1,0,0,0,0,0,0,0
"Devin Fuller","Atlanta Falcons","atl",2017,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Jermaine Grace","Atlanta Falcons","atl",2017,16,1,1,"hamstring",5,5,0,0,0,0,0,0,1,0
"Brian Hill","Atlanta Falcons","atl",2017,16,1,1,"ankle",2,2,0,0,0,0,0,0,0,1
"Andy Levitre","Atlanta Falcons","atl",2017,16,4,3,"knee triceps",9,15,0,0,0,0,1,0,1,0
"Alex Mack","Atlanta Falcons","atl",2017,16,1,0,"calf",16,16,0,0,0,0,0,0,1,0
"Quincy Mauger","Atlanta Falcons","atl",2017,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Austin Pasztor","Atlanta Falcons","atl",2017,16,1,1,"chest",1,1,0,0,1,0,0,0,0,0
"LaRoy Reynolds","Atlanta Falcons","atl",2017,16,7,7,"pectoral",1,7,0,0,1,0,0,0,0,0
"Duke Riley","Atlanta Falcons","atl",2017,16,4,4,"knee",7,10,0,0,0,0,0,0,1,0
"Ty Sambrailo","Atlanta Falcons","atl",2017,16,1,1,"hamstring",11,11,0,0,0,0,0,0,1,0
"Mohamed Sanu","Atlanta Falcons","atl",2017,16,1,1,"hamstring",5,5,0,0,0,0,0,0,1,0
"Eric Saubert","Atlanta Falcons","atl",2017,16,1,1,"back",13,13,0,0,1,0,0,0,0,0
"Ryan Schraeder","Atlanta Falcons","atl",2017,16,2,2,"concussion",3,4,1,0,0,0,0,0,0,0
"Levine Toilolo","Atlanta Falcons","atl",2017,16,1,1,"knee",16,16,0,0,0,0,0,0,1,0
"Jordan Tripp","Atlanta Falcons","atl",2017,16,11,11,"concussion",6,16,1,0,0,0,0,0,0,0
"Desmond Trufant","Atlanta Falcons","atl",2017,16,1,1,"concussion",12,12,1,0,0,0,0,0,0,0
"Courtney Upshaw","Atlanta Falcons","atl",2017,16,3,3,"ankle",3,5,0,0,0,0,0,0,0,1
"Terron Ward","Atlanta Falcons","atl",2017,16,2,2,"neck",3,4,1,0,0,0,0,0,0,0
"Sean Weatherspoon","Atlanta Falcons","atl",2017,16,1,1,"illness",12,12,0,0,0,0,0,0,0,0
"Kenny Bell","Baltimore Ravens","rav",2017,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0
