name,full_team,team,year,games_in_season,num_games_injured,num_games_missing,injury_types,earliest_injury,latest_injury,head,shoulder,upper_torso,lower_torso,arm,hand,leg,foot,position_id,clean_name,nflverse_position_group,position_group,injury_burden
Eric Wood,Buffalo Bills,buf,2009,16,6,6,tibia fibula,11.0,16.0,0,0,0,0,0,0,2,0,OL,eric wood,OL,OL,12
Ashton Youboty,Buffalo Bills,buf,2009,16,4,4,ankle,10.0,13.0,0,0,0,0,0,0,0,1,DEF,ashton youboty,DB,DB,8
James Anderson,Carolina Panthers,car,2009,16,1,0,concussion,5.0,5.0,1,0,0,0,0,0,0,0,DEF,james anderson,LB,LB,1
Jon Beason,Carolina Panthers,car,2009,16,1,0,knee,5.0,5.0,0,0,0,0,0,0,1,0,DEF,jon beason,LB,LB,1
Mackenzy Bernadeau,Carolina Panthers,car,2009,16,1,0,knee,12.0,12.0,0,0,0,0,0,0,1,0,OL,mackenzy bernadeau,OL,OL,1
Tyler Brayton,Carolina Panthers,car,2009,16,2,1,concussion,13.0,14.0,1,0,0,0,0,0,0,0,DEF,tyler brayton,DL,DL,3
Everette Brown,Carolina Panthers,car,2009,16,3,1,ankle,2.0,4.0,0,0,0,0,0,0,0,1,DEF,everette brown,DL,DL,4
Dan Connor,Carolina Panthers,car,2009,16,1,0,shoulder,3.0,3.0,0,1,0,0,0,0,0,0,DEF,dan connor,LB,LB,1
C.J. Davis,Carolina Panthers,car,2009,16,16,16,ankle,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Thomas Davis,Carolina Panthers,car,2009,16,10,9,hamstring knee,6.0,16.0,0,0,0,0,0,0,2,0,DEF,thomas davis,LB,LB,19
Jake Delhomme,Carolina Panthers,car,2009,16,6,5,chest finger,8.0,16.0,0,0,1,0,0,1,0,0,QB,jake delhomme,QB,QB,11
Na'il Diggs,Carolina Panthers,car,2009,16,7,2,rib ribs,3.0,14.0,0,0,2,0,0,0,0,0,DEF,nail diggs,LB,LB,9
Tony Fiammetta,Carolina Panthers,car,2009,16,3,1,ankle concussion,4.0,9.0,1,0,0,0,0,0,0,1,RB,tony fiammetta,RB,RB,4
Charles Godfrey,Carolina Panthers,car,2009,16,5,4,ankle,7.0,11.0,0,0,0,0,0,0,0,1,DEF,charles godfrey,DB,DB,9
Mike Goodson,Carolina Panthers,car,2009,16,2,1,illness concussion,3.0,4.0,1,0,0,0,0,0,0,0,RB,mike goodson,RB,RB,3
Jordan Gross,Carolina Panthers,car,2009,16,8,7,knee ankle,3.0,16.0,0,0,0,0,0,0,1,1,OL,jordan gross,OL,OL,15
Chris Harris,Carolina Panthers,car,2009,16,4,3,knee,1.0,4.0,0,0,0,0,0,0,1,0,DEF,chris harris,DB,DB,7
Nick Hayden,Carolina Panthers,car,2009,16,3,2,toe,2.0,5.0,0,0,0,0,0,0,0,1,DEF,nick hayden,DL,DL,5
Brad Hoover,Carolina Panthers,car,2009,16,8,5,back ankle,3.0,12.0,0,0,1,0,0,0,0,1,RB,brad hoover,RB,RB,13
Corvey Irvin,Carolina Panthers,car,2009,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Dwayne Jarrett,Carolina Panthers,car,2009,16,2,1,ankle,12.0,13.0,0,0,0,0,0,0,0,1,WR,dwayne jarrett,WR,WR,3
Charles Johnson,Carolina Panthers,car,2009,16,6,3,knee illness pectoral,2.0,13.0,0,0,1,0,0,0,1,0,DEF,charles johnson,DL,DL,9
Landon Johnson,Carolina Panthers,car,2009,16,8,6,shoulder knee,7.0,16.0,0,1,0,0,0,0,1,0,DEF,landon johnson,LB,LB,14
John Kasay,Carolina Panthers,car,2009,16,2,0,groin,8.0,9.0,0,0,0,0,0,0,1,0,K,john kasay,,,2
Ma'ake Kemoeatu,Carolina Panthers,car,2009,16,16,16,achilles,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Louis Leonard,Carolina Panthers,car,2009,16,14,14,ankle,3.0,16.0,0,0,0,0,0,0,0,1,DEF,louis leonard,DL,DL,28
Damione Lewis,Carolina Panthers,car,2009,16,2,0,shoulder,10.0,11.0,0,1,0,0,0,0,0,0,DEF,damione lewis,DL,DL,2
Rhys Lloyd,Carolina Panthers,car,2009,16,2,0,ankle,6.0,7.0,0,0,0,0,0,0,0,1,K,rhys lloyd,,,2
Richard Marshall,Carolina Panthers,car,2009,16,3,0,ankle,14.0,16.0,0,0,0,0,0,0,0,1,DEF,richard marshall,DB,DB,3
Sherrod Martin,Carolina Panthers,car,2009,16,3,0,knee,1.0,3.0,0,0,0,0,0,0,1,0,DEF,sherrod martin,DB,DB,3
Josh McCown,Carolina Panthers,car,2009,16,15,15,foot,2.0,16.0,0,0,0,0,0,0,0,1,QB,josh mccown,QB,QB,30
Matt Moore,Carolina Panthers,car,2009,16,2,0,shoulder rib,15.0,16.0,0,1,1,0,0,0,0,0,QB,matt moore,QB,QB,2
Muhsin Muhammad,Carolina Panthers,car,2009,16,9,2,leg ankle knee,2.0,16.0,0,0,0,0,0,0,2,1,WR,muhsin muhammad,WR,WR,11
Captain Munnerlyn,Carolina Panthers,car,2009,16,4,1,illness shoulder concussion,3.0,13.0,1,1,0,0,0,0,0,0,DEF,captain munnerlyn,DB,DB,5
Jeff Otah,Carolina Panthers,car,2009,16,5,3,shoulder knee,2.0,16.0,0,1,0,0,0,0,1,0,OL,jeff otah,OL,OL,8
Julius Peppers,Carolina Panthers,car,2009,16,2,0,hand,9.0,11.0,0,0,0,0,0,1,0,0,DEF,julius peppers,DL,DL,2
Dante Rosario,Carolina Panthers,car,2009,16,4,2,ankle knee,5.0,9.0,0,0,0,0,0,0,1,1,TE,dante rosario,TE,TE,6
Nate Salley,Carolina Panthers,car,2009,16,2,2,knee,1.0,2.0,0,0,0,0,0,0,1,0,,,,,4
Geoff Schwartz,Carolina Panthers,car,2009,16,1,0,groin,16.0,16.0,0,0,0,0,0,0,1,0,OL,geoff schwartz,OL,OL,1
Steve Smith,Carolina Panthers,car,2009,16,6,1,ankle knee back ribs rib arm,3.0,16.0,0,0,3,0,1,0,1,1,WR,steve smith,WR,WR,7
Jonathan Stewart,Carolina Panthers,car,2009,16,15,0,heel achilles toe,2.0,16.0,0,0,0,0,0,0,0,3,RB,jonathan stewart,RB,RB,15
Tyrell Sutton,Carolina Panthers,car,2009,16,3,2,thigh calf,14.0,16.0,0,0,0,0,0,0,2,0,RB,tyrell sutton,RB,RB,5
Tank Tyler,Carolina Panthers,car,2009,16,5,5,knee,12.0,16.0,0,0,0,0,0,0,1,0,DEF,tank tyler,DL,DL,10
Dante Wesley,Carolina Panthers,car,2009,16,1,0,served,7.0,7.0,0,0,0,0,0,0,0,0,DEF,dante wesley,DB,DB,1
DeAngelo Williams,Carolina Panthers,car,2009,16,7,3,knee ankle,9.0,16.0,0,0,0,0,0,0,1,1,RB,deangelo williams,RB,RB,10
Anthony Adams,Chicago Bears,chi,2009,16,2,0,knee toe,4.0,5.0,0,0,0,0,0,0,1,1,DEF,anthony adams,DL,DL,2
Gaines Adams,Chicago Bears,chi,2009,16,1,0,ankle,15.0,15.0,0,0,0,0,0,0,0,1,DEF,gaines adams,DL,DL,1
Al Afalava,Chicago Bears,chi,2009,16,6,3,shoulder knee,2.0,16.0,0,1,0,0,0,0,1,0,DEF,al afalava,DB,DB,9
Mark Anderson,Chicago Bears,chi,2009,16,1,0,toe,2.0,2.0,0,0,0,0,0,0,0,1,DEF,mark anderson,DL,DL,1
Devin Aromashodu,Chicago Bears,chi,2009,16,1,1,quadriceps,1.0,1.0,0,0,0,0,0,0,1,0,WR,devin aromashodu,WR,WR,2
Zackary Bowman,Chicago Bears,chi,2009,16,3,0,knee undisclosed illness,7.0,14.0,0,0,0,0,0,0,1,0,DEF,zackary bowman,DB,DB,3
Lance Briggs,Chicago Bears,chi,2009,16,8,1,foot shoulder knee back,4.0,16.0,0,1,1,0,0,0,1,1,DEF,lance briggs,LB,LB,9
Alex Brown,Chicago Bears,chi,2009,16,4,0,ankle leg calf,3.0,12.0,0,0,0,0,0,0,2,1,DEF,alex brown,DL,DL,4
Josh Bullocks,Chicago Bears,chi,2009,16,1,0,ankle,6.0,6.0,0,0,0,0,0,0,0,1,DEF,josh bullocks,DB,DB,1
Desmond Clark,Chicago Bears,chi,2009,16,8,5,rib neck illness,2.0,15.0,1,0,1,0,0,0,0,0,TE,desmond clark,TE,TE,13
Kellen Davis,Chicago Bears,chi,2009,16,1,0,ankle,11.0,11.0,0,0,0,0,0,0,0,1,TE,kellen davis,TE,TE,1
Dusty Dvoracek,Chicago Bears,chi,2009,16,2,2,knee,1.0,2.0,0,0,0,0,0,0,1,0,,,,,4
Matt Forte,Chicago Bears,chi,2009,16,1,0,knee,4.0,4.0,0,0,0,0,0,0,1,0,RB,matt forte,RB,RB,1
Roberto Garza,Chicago Bears,chi,2009,16,1,0,ankle,11.0,11.0,0,0,0,0,0,0,0,1,OL,roberto garza,OL,OL,1
Corey Graham,Chicago Bears,chi,2009,16,1,0,ankle,6.0,6.0,0,0,0,0,0,0,0,1,DEF,corey graham,DB,DB,1
Tommie Harris,Chicago Bears,chi,2009,16,15,1,knee,2.0,16.0,0,0,0,0,0,0,1,0,DEF,tommie harris,DL,DL,16
Devin Hester,Chicago Bears,chi,2009,16,5,3,ankle calf,8.0,16.0,0,0,0,0,0,0,1,1,WR,devin hester,WR,WR,8
Hunter Hillenmeyer,Chicago Bears,chi,2009,16,4,2,rib groin,4.0,13.0,0,0,1,0,0,0,1,0,DEF,hunter hillenmeyer,LB,LB,6
Israel Idonije,Chicago Bears,chi,2009,16,9,1,hamstring  knee foot,1.0,16.0,0,0,0,0,0,0,2,1,DEF,israel idonije,DL,DL,10
Kevin Jones,Chicago Bears,chi,2009,16,16,16,ankle,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Johnny Knox,Chicago Bears,chi,2009,16,1,1,ankle,16.0,16.0,0,0,0,0,0,0,0,1,WR,johnny knox,WR,WR,2
Olin Kreutz,Chicago Bears,chi,2009,16,1,0,back,10.0,10.0,0,0,1,0,0,0,0,0,OL,olin kreutz,OL,OL,1
Patrick Mannelly,Chicago Bears,chi,2009,16,1,0,forearm,4.0,4.0,1,0,0,0,1,0,0,0,OL,patrick mannelly,,OL,1
Danieal Manning,Chicago Bears,chi,2009,16,4,1,back foot calf,2.0,16.0,0,0,1,0,0,0,1,1,DEF,danieal manning,DB,DB,5
Brad Maynard,Chicago Bears,chi,2009,16,1,0,groin,15.0,15.0,0,0,0,0,0,0,1,0,P,brad maynard,,,1
Trumaine McBride,Chicago Bears,chi,2009,16,1,1,knee,2.0,2.0,0,0,0,0,0,0,1,0,DEF,trumaine mcbride,DB,DB,2
Henry Melton,Chicago Bears,chi,2009,16,16,16,ankle,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Adewale Ogunleye,Chicago Bears,chi,2009,16,4,2,ankle fibula,7.0,16.0,0,0,0,0,0,0,1,1,DEF,adewale ogunleye,DL,DL,6
Greg Olsen,Chicago Bears,chi,2009,16,1,0,ankle,8.0,8.0,0,0,0,0,0,0,0,1,TE,greg olsen,TE,TE,1
Frank Omiyale,Chicago Bears,chi,2009,16,3,0,ankle,2.0,4.0,0,0,0,0,0,0,0,1,OL,frank omiyale,OL,OL,3
Orlando Pace,Chicago Bears,chi,2009,16,5,4,groin,11.0,15.0,0,0,0,0,0,0,1,0,OL,orlando pace,OL,OL,9
Kevin Payne,Chicago Bears,chi,2009,16,6,3,toe back ankle,6.0,16.0,0,0,1,0,0,0,0,2,DEF,kevin payne,DB,DB,9
Adrian Peterson,Chicago Bears,chi,2009,16,4,2,knee illness,5.0,15.0,0,0,0,0,0,0,1,0,RB,adrian peterson,RB,RB,6
Craig Steltz,Chicago Bears,chi,2009,16,2,0,biceps foot,8.0,16.0,0,0,0,0,1,0,0,1,DEF,craig steltz,DB,DB,2
Charles Tillman,Chicago Bears,chi,2009,16,6,1,back  shoulder head concussion ribs lung,1.0,16.0,2,1,3,0,0,0,0,0,DEF,charles tillman,DB,DB,7
Pisa Tinoisamoa,Chicago Bears,chi,2009,16,14,14,knee,2.0,16.0,0,0,0,0,0,0,1,0,DEF,pisa tinoisamoa,LB,LB,28
Matt Toeaina,Chicago Bears,chi,2009,16,3,3,calf,7.0,9.0,0,0,0,0,0,0,1,0,DEF,matt toeaina,DL,DL,6
Brian Urlacher,Chicago Bears,chi,2009,16,15,15,wrist,2.0,16.0,0,0,0,0,0,1,0,0,DEF,brian urlacher,LB,LB,30
Chris Williams,Chicago Bears,chi,2009,16,1,0,ankle,15.0,15.0,0,0,0,0,0,0,0,1,OL,chris williams,OL,OL,1
Jamar Williams,Chicago Bears,chi,2009,16,1,0,ankle,14.0,14.0,0,0,0,0,0,0,0,1,DEF,jamar williams,LB,LB,1
Garrett Wolfe,Chicago Bears,chi,2009,16,8,8,back back kidney kidney,9.0,16.0,0,0,4,0,0,0,0,0,RB,garrett wolfe,RB,RB,16
Cedric Benson,Cincinnati Bengals,cin,2009,16,6,2,ankle knee hip,3.0,12.0,0,0,0,1,0,0,1,1,RB,cedric benson,RB,RB,8
Andre Caldwell,Cincinnati Bengals,cin,2009,16,2,0,illness,9.0,16.0,0,0,0,0,0,0,0,0,WR,andre caldwell,WR,WR,2
Antonio Chatman,Cincinnati Bengals,cin,2009,16,9,9,leg,1.0,9.0,0,0,0,0,0,0,1,0,,,,,18
Daniel Coats,Cincinnati Bengals,cin,2009,16,1,0,shoulder,7.0,7.0,0,1,0,0,0,0,0,0,TE,daniel coats,TE,TE,1
Chase Coffman,Cincinnati Bengals,cin,2009,16,4,4,ankle,13.0,16.0,0,0,0,0,0,0,0,1,,,,,8
Laveranues Coles,Cincinnati Bengals,cin,2009,16,3,0,head chest,10.0,12.0,1,0,1,0,0,0,0,0,WR,laveranues coles,WR,WR,3
Chris Crocker,Cincinnati Bengals,cin,2009,16,4,3,calf ankle,10.0,16.0,0,0,0,0,0,0,1,1,DEF,chris crocker,DB,DB,7
Jonathan Fanene,Cincinnati Bengals,cin,2009,16,3,0,illness shoulder,3.0,16.0,0,1,0,0,0,0,0,0,DEF,jonathan fanene,DL,DL,3
J.P. Foschi,Cincinnati Bengals,cin,2009,16,1,1,neck,16.0,16.0,1,0,0,0,0,0,0,0,,,,,2
Robert Geathers,Cincinnati Bengals,cin,2009,16,5,1,hip knee,9.0,16.0,0,0,0,1,0,0,1,0,DEF,robert geathers,DL,DL,6
Orien Harris,Cincinnati Bengals,cin,2009,16,1,0,illness,12.0,12.0,0,0,0,0,0,0,0,0,DEF,orien harris,DL,DL,1
Kyries Hebert,Cincinnati Bengals,cin,2009,16,5,1,hip knee,5.0,14.0,0,0,0,1,0,0,1,0,DEF,kyries hebert,DB,DB,6
Chris Henry,Cincinnati Bengals,cin,2009,16,8,5,thigh  quadriceps illness forearm,1.0,13.0,1,0,0,0,1,0,2,0,WR,chris henry,RB,RB,13
Abdul Hodge,Cincinnati Bengals,cin,2009,16,1,0,knee,4.0,4.0,0,0,0,0,0,0,1,0,DEF,abdul hodge,LB,LB,1
Rashad Jeanty,Cincinnati Bengals,cin,2009,16,2,1,finger,5.0,6.0,0,0,0,0,0,1,0,0,DEF,rashad jeanty,LB,LB,3
Chad Johnson,Cincinnati Bengals,cin,2009,16,2,0,hip knee,7.0,13.0,0,0,0,1,0,0,1,0,WR,chad johnson,,WR,2
Jeremi Johnson,Cincinnati Bengals,cin,2009,16,3,0,knee chest,8.0,10.0,0,0,1,0,0,0,1,0,RB,jeremi johnson,RB,RB,3
Larry Johnson,Cincinnati Bengals,cin,2009,16,0,0,,,,0,0,0,0,0,0,0,0,RB,larry johnson,RB,RB,0
Michael Johnson,Cincinnati Bengals,cin,2009,16,1,0,illness,3.0,3.0,0,0,0,0,0,0,0,0,DEF,michael johnson,DL,DL,1
Tank Johnson,Cincinnati Bengals,cin,2009,16,11,2,foot illness knee,4.0,16.0,0,0,0,0,0,0,1,1,DEF,tank johnson,DL,DL,13
David Jones,Cincinnati Bengals,cin,2009,16,5,4,foot,1.0,5.0,0,0,0,0,0,0,0,1,DEF,david jones,DB,DB,9
Johnathan Joseph,Cincinnati Bengals,cin,2009,16,4,0,ankle foot,3.0,11.0,0,0,0,0,0,0,0,2,DEF,johnathan joseph,DB,DB,4
Reggie Kelly,Cincinnati Bengals,cin,2009,16,16,16,achilles,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Scott Kooistra,Cincinnati Bengals,cin,2009,16,2,1,knee,1.0,2.0,0,0,0,0,0,0,1,0,OL,scott kooistra,OL,OL,3
Brian Leonard,Cincinnati Bengals,cin,2009,16,4,2,chest groin calf,2.0,14.0,0,0,1,0,0,0,2,0,RB,brian leonard,RB,RB,6
Nate Livings,Cincinnati Bengals,cin,2009,16,2,2,knee,2.0,3.0,0,0,0,0,0,0,1,0,OL,nate livings,OL,OL,4
Jonathan Luigs,Cincinnati Bengals,cin,2009,16,3,2,illness back,9.0,13.0,0,0,1,0,0,0,0,0,OL,jonathan luigs,OL,OL,5
Evan Mathis,Cincinnati Bengals,cin,2009,16,3,3,ankle,9.0,11.0,0,0,0,0,0,0,0,1,OL,evan mathis,OL,OL,6
Rey Maualuga,Cincinnati Bengals,cin,2009,16,5,1,knee foot ankle,4.0,16.0,0,0,0,0,0,0,1,2,DEF,rey maualuga,LB,LB,6
Nedu Ndukwe,Cincinnati Bengals,cin,2009,16,3,0,hamstring,4.0,6.0,0,0,0,0,0,0,1,0,DEF,nedu ndukwe,,,3
Tom Nelson,Cincinnati Bengals,cin,2009,16,2,0,shoulder foot,8.0,12.0,0,1,0,0,0,0,0,1,DEF,tom nelson,DB,DB,2
Antwan Odom,Cincinnati Bengals,cin,2009,16,10,10,achilles,7.0,16.0,0,0,0,0,0,0,0,1,DEF,antwan odom,DL,DL,20
Carson Palmer,Cincinnati Bengals,cin,2009,16,2,0,ankle  thumb,1.0,6.0,0,0,0,0,0,1,0,1,QB,carson palmer,QB,QB,2
Jordan Palmer,Cincinnati Bengals,cin,2009,16,1,1,illness,2.0,2.0,0,0,0,0,0,0,0,0,,,,,2
Domata Peko,Cincinnati Bengals,cin,2009,16,9,5,neck chest knee,4.0,16.0,1,0,1,0,0,0,1,0,DEF,domata peko,DL,DL,14
Keith Rivers,Cincinnati Bengals,cin,2009,16,4,3,calf,9.0,12.0,0,0,0,0,0,0,1,0,DEF,keith rivers,LB,LB,7
Frostee Rucker,Cincinnati Bengals,cin,2009,16,5,1,ankle neck illness,6.0,15.0,1,0,0,0,0,0,0,1,DEF,frostee rucker,DL,DL,6
Dan Santucci,Cincinnati Bengals,cin,2009,16,16,16,foot,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Bernard Scott,Cincinnati Bengals,cin,2009,16,7,3,knee leg toe foot illness,8.0,16.0,0,0,0,0,0,0,2,2,RB,bernard scott,RB,RB,10
Jerome Simpson,Cincinnati Bengals,cin,2009,16,1,1,illness,6.0,6.0,0,0,0,0,0,0,0,0,WR,jerome simpson,WR,WR,2
Pat Sims,Cincinnati Bengals,cin,2009,16,1,0,biceps,7.0,7.0,0,0,0,0,1,0,0,0,DEF,pat sims,DL,DL,1
Andre Smith,Cincinnati Bengals,cin,2009,16,8,8,foot,1.0,8.0,0,0,0,0,0,0,0,1,OL,andre smith,OL,OL,16
Shaun Smith,Cincinnati Bengals,cin,2009,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,shaun smith,DL,DL,0
Morgan Trent,Cincinnati Bengals,cin,2009,16,5,0,knee,10.0,14.0,0,0,0,0,0,0,1,0,DEF,morgan trent,DB,DB,5
Ben Utecht,Cincinnati Bengals,cin,2009,16,9,9,concussion,1.0,9.0,1,0,0,0,0,0,0,0,,,,,18
Andrew Whitworth,Cincinnati Bengals,cin,2009,16,1,0,achilles,4.0,4.0,0,0,0,0,0,0,0,1,OL,andrew whitworth,OL,OL,1
Roy Williams,Cincinnati Bengals,cin,2009,16,14,12,thigh  forearm,1.0,16.0,1,0,0,0,1,0,1,0,DEF,roy williams,WR,WR,26
Mike Adams,Cleveland Browns,cle,2009,16,5,0,groin finger elbow,5.0,16.0,0,0,0,0,1,1,1,0,DEF,mike adams,DB,DB,5
Derek Anderson,Cleveland Browns,cle,2009,16,3,1,ankle hip illness,7.0,13.0,0,0,0,1,0,0,0,1,QB,derek anderson,QB,QB,4
Eric Barton,Cleveland Browns,cle,2009,16,10,8,neck shoulder,6.0,16.0,1,1,0,0,0,0,0,0,DEF,eric barton,LB,LB,18
David Bowens,Cleveland Browns,cle,2009,16,16,0,knee,1.0,16.0,0,0,0,0,0,0,1,0,DEF,david bowens,LB,LB,16
Titus Brown,Cleveland Browns,cle,2009,16,1,1,hamstring,16.0,16.0,0,0,0,0,0,0,1,0,DEF,titus brown,LB,LB,2
Kenyon Coleman,Cleveland Browns,cle,2009,16,11,3,groin knee illness knee ankle,4.0,16.0,0,0,0,0,0,0,3,1,DEF,kenyon coleman,DL,DL,14
Blake Costanzo,Cleveland Browns,cle,2009,16,4,0,shoulder,11.0,14.0,0,1,0,0,0,0,0,0,DEF,blake costanzo,LB,LB,4
Josh Cribbs,Cleveland Browns,cle,2009,16,3,0,knee neck ankle,7.0,14.0,1,0,0,0,0,0,1,1,WR,josh cribbs,,WR,3
James Davis,Cleveland Browns,cle,2009,16,16,14,head shoulder,1.0,16.0,1,1,0,0,0,0,0,0,RB,james davis,RB,RB,30
Phil Dawson,Cleveland Browns,cle,2009,16,7,5,calf hamstring,3.0,15.0,0,0,0,0,0,0,2,0,K,phil dawson,,,12
Greg Estandia,Cleveland Browns,cle,2009,16,2,1,knee shoulder,8.0,11.0,0,1,0,0,0,0,1,0,TE,greg estandia,TE,TE,3
Hank Fraley,Cleveland Browns,cle,2009,16,3,1,knee elbow,9.0,13.0,0,0,0,0,1,0,1,0,OL,hank fraley,OL,OL,4
Coye Francies,Cleveland Browns,cle,2009,16,2,2,calf knee,5.0,9.0,0,0,0,0,0,0,2,0,DEF,coye francies,DB,DB,4
Michael Gaines,Cleveland Browns,cle,2009,16,3,1,hamstring back shoulder,9.0,13.0,0,1,1,0,0,0,1,0,TE,michael gaines,TE,TE,4
Rex Hadnot,Cleveland Browns,cle,2009,16,16,7,knee,1.0,16.0,0,0,0,0,0,0,1,0,OL,rex hadnot,OL,OL,23
Alex Hall,Cleveland Browns,cle,2009,16,1,0,shoulder,1.0,1.0,0,1,0,0,0,0,0,0,DEF,alex hall,LB,LB,1
Jerome Harrison,Cleveland Browns,cle,2009,16,5,1,knee  illness hip,1.0,16.0,0,0,0,1,0,0,1,0,RB,jerome harrison,RB,RB,6
Steve Heiden,Cleveland Browns,cle,2009,16,7,3,knee  ankle,1.0,10.0,0,0,0,0,0,0,1,1,TE,steve heiden,TE,TE,10
D'Qwell Jackson,Cleveland Browns,cle,2009,16,12,10,hamstring shoulder,5.0,16.0,0,1,0,0,0,0,1,0,DEF,dqwell jackson,LB,LB,22
Chris Jennings,Cleveland Browns,cle,2009,16,5,0,shoulder,12.0,16.0,0,1,0,0,0,0,0,0,RB,chris jennings,RB,RB,5
Gerard Lawson,Cleveland Browns,cle,2009,16,2,2,groin,5.0,6.0,0,0,0,0,0,0,1,0,DEF,gerard lawson,DB,DB,4
Jamal Lewis,Cleveland Browns,cle,2009,16,14,7,neck hamstring wrist ankle concussion,2.0,16.0,2,0,0,0,0,1,1,1,RB,jamal lewis,RB,RB,21
Alex Mack,Cleveland Browns,cle,2009,16,6,0,knee illness shoulder wrist thumb,3.0,11.0,0,1,0,0,0,2,1,0,OL,alex mack,OL,OL,6
Anthony Madison,Cleveland Browns,cle,2009,16,2,0,illness,6.0,7.0,0,0,0,0,0,0,0,0,DEF,anthony madison,DB,DB,2
Mohamed Massaquoi,Cleveland Browns,cle,2009,16,2,0,shoulder,2.0,3.0,0,1,0,0,0,0,0,0,WR,mohamed massaquoi,WR,WR,2
Brandon McDonald,Cleveland Browns,cle,2009,16,2,0,shoulder,7.0,8.0,0,1,0,0,0,0,0,0,DEF,brandon mcdonald,DB,DB,2
C.J. Mosley,Cleveland Browns,cle,2009,16,5,4,back ankle,8.0,16.0,0,0,1,0,0,0,0,1,DEF,cj mosley,DL,DL,9
Cedric Peerman,Cleveland Browns,cle,2009,16,3,3,thigh,1.0,3.0,0,0,0,0,0,0,1,0,,,,,6
Brodney Pool,Cleveland Browns,cle,2009,16,6,5,illness concussion,7.0,16.0,1,0,0,0,0,0,0,0,DEF,brodney pool,DB,DB,11
Brady Quinn,Cleveland Browns,cle,2009,16,2,2,foot,15.0,16.0,0,0,0,0,0,0,0,1,QB,brady quinn,QB,QB,4
Brian Robiskie,Cleveland Browns,cle,2009,16,3,1,toe ankle,13.0,16.0,0,0,0,0,0,0,0,2,WR,brian robiskie,WR,WR,4
Shaun Rogers,Cleveland Browns,cle,2009,16,14,5,foot illness foot  back leg ankle,1.0,16.0,0,0,1,0,0,0,1,3,DEF,shaun rogers,DL,DL,19
Robert Royal,Cleveland Browns,cle,2009,16,9,3,foot finger illness hamstring finger hamstring finger finger thigh thigh finger,6.0,14.0,0,0,0,0,0,5,4,1,TE,robert royal,TE,TE,12
Ahtyba Rubin,Cleveland Browns,cle,2009,16,1,0,toe,3.0,3.0,0,0,0,0,0,0,0,1,DEF,ahtyba rubin,DL,DL,1
Robaire Smith,Cleveland Browns,cle,2009,16,8,1,calf shoulder groin,6.0,16.0,0,1,0,0,0,0,2,0,DEF,robaire smith,DL,DL,9
John St. Clair,Cleveland Browns,cle,2009,16,4,2,thumb shoulder ankle,6.0,16.0,0,1,0,0,0,1,0,1,OL,john st clair,OL,OL,6
Eric Steinbach,Cleveland Browns,cle,2009,16,1,0,knee,4.0,4.0,0,0,0,0,0,0,1,0,OL,eric steinbach,OL,OL,1
Chansi Stuckey,Cleveland Browns,cle,2009,16,4,1,illness calf,7.0,11.0,0,0,0,0,0,0,1,0,WR,chansi stuckey,WR,WR,5
Joe Thomas,Cleveland Browns,cle,2009,16,2,0,thigh shoulder,15.0,16.0,0,1,0,0,0,0,1,0,OL,joe thomas,OL,OL,2
Jason Trusnik,Cleveland Browns,cle,2009,16,1,0,illness,7.0,7.0,0,0,0,0,0,0,0,0,DEF,jason trusnik,LB,LB,1
Ryan Tucker,Cleveland Browns,cle,2009,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
David Veikune,Cleveland Browns,cle,2009,16,1,1,knee,16.0,16.0,0,0,0,0,0,0,1,0,DEF,david veikune,LB,LB,2
Raymond Ventrone,Cleveland Browns,cle,2009,16,3,1,finger,14.0,16.0,0,0,0,0,0,1,0,0,DEF,raymond ventrone,DB,DB,4
Lawrence Vickers,Cleveland Browns,cle,2009,16,11,0,illness shoulder hamstring groin,5.0,16.0,0,1,0,0,0,0,2,0,RB,lawrence vickers,RB,RB,11
Corey Williams,Cleveland Browns,cle,2009,16,4,0,knee illness thigh ankle,4.0,16.0,0,0,0,0,0,0,2,1,DEF,corey williams,DL,DL,4
Kamerion Wimbley,Cleveland Browns,cle,2009,16,6,1,shoulder illness knee,4.0,13.0,0,1,0,0,0,0,1,0,DEF,kamerion wimbley,LB,LB,7
Floyd Womack,Cleveland Browns,cle,2009,16,5,3,ankle,3.0,7.0,0,0,0,0,0,0,0,1,OL,floyd womack,OL,OL,8
Eric Wright,Cleveland Browns,cle,2009,16,8,0,knee  hand shoulder hamstring,1.0,14.0,0,1,0,0,0,1,2,0,DEF,eric wright,DB,DB,8
Dave Zastudil,Cleveland Browns,cle,2009,16,12,5,knee,2.0,16.0,0,0,0,0,0,0,1,0,P,dave zastudil,,,17
Flozell Adams,Dallas Cowboys,dal,2009,16,2,0,shoulder,4.0,5.0,0,1,0,0,0,0,0,0,OL,flozell adams,OL,OL,2
